TimeStamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1.4425,9.16,17.93,17.93,17.93,17.93,17.93,17.93,17.93
1.4435,9.16,17.98,17.98,17.98,17.98,17.98,17.98,17.98
1.4445,9.16,18.02,18.02,18.02,18.02,18.02,18.02,18.02
1.4455,9.16,18.07,18.07,18.07,18.07,18.07,18.07,18.07
1.4465,9.16,18.12,18.12,18.12,18.12,18.12,18.12,18.12
1.4475,9.16,18.17,18.17,18.17,18.17,18.17,18.17,18.17
1.4485,9.16,18.22,18.22,18.22,18.22,18.22,18.22,18.22
1.4495,9.16,18.26,18.26,18.26,18.26,18.26,18.26,18.26
1.4505,9.16,18.31,18.31,18.31,18.31,18.31,18.31,18.31
1.4515,9.16,18.36,18.36,18.36,18.36,18.36,18.36,18.36
1.4525,9.16,18.41,18.41,18.41,18.41,18.41,18.41,18.41
1.4535,9.16,18.45,18.45,18.45,18.45,18.45,18.45,18.45
1.4545,9.16,18.5,18.5,18.5,18.5,18.5,18.5,18.5
1.4555,9.16,18.55,18.55,18.55,18.55,18.55,18.55,18.55
1.4565,9.16,18.6,18.6,18.6,18.6,18.6,18.6,18.6
1.4575,9.16,18.64,18.64,18.64,18.64,18.64,18.64,18.64
1.4585,9.16,18.69,18.69,18.69,18.69,18.69,18.69,18.69
1.4595,9.16,18.74,18.74,18.74,18.74,18.74,18.74,18.74
1.4605,9.16,18.79,18.79,18.79,18.79,18.79,18.79,18.79
1.4615,9.16,18.84,18.84,18.84,18.84,18.84,18.84,18.84
1.4625,9.16,18.88,18.88,18.88,18.88,18.88,18.88,18.88
1.4635,9.16,18.93,18.93,18.93,18.93,18.93,18.93,18.93
1.4645,9.16,18.98,18.98,18.98,18.98,18.98,18.98,18.98
1.4655,9.16,19.03,19.03,19.03,19.03,19.03,19.03,19.03
1.4665,9.16,19.07,19.07,19.07,19.07,19.07,19.07,19.07
1.4675,9.16,19.12,19.12,19.12,19.12,19.12,19.12,19.12
1.4685,9.16,19.17,19.17,19.17,19.17,19.17,19.17,19.17
1.4695,9.16,19.22,19.22,19.22,19.22,19.22,19.22,19.22
1.4705,9.16,19.26,19.26,19.26,19.26,19.26,19.26,19.26
1.4715,9.16,19.31,19.31,19.31,19.31,19.31,19.31,19.31
1.4725,9.16,19.36,19.36,19.36,19.36,19.36,19.36,19.36
1.4735,9.16,19.41,19.41,19.41,19.41,19.41,19.41,19.41
1.4745,9.16,19.45,19.45,19.45,19.45,19.45,19.45,19.45
1.4755,9.16,19.5,19.5,19.5,19.5,19.5,19.5,19.5
1.4765,9.16,19.55,19.55,19.55,19.55,19.55,19.55,19.55
1.4775,9.16,19.6,19.6,19.6,19.6,19.6,19.6,19.6
1.4785,9.16,19.65,19.65,19.65,19.65,19.65,19.65,19.65
1.4795,9.16,19.69,19.69,19.69,19.69,19.69,19.69,19.69
1.4805,9.16,19.74,19.74,19.74,19.74,19.74,19.74,19.74
1.4815,9.16,19.79,19.79,19.79,19.79,19.79,19.79,19.79
1.4825,9.16,19.84,19.84,19.84,19.84,19.84,19.84,19.84
1.4835,9.16,19.88,19.88,19.88,19.88,19.88,19.88,19.88
1.4845,9.16,19.93,19.93,19.93,19.93,19.93,19.93,19.93
1.4855,9.16,19.98,19.98,19.98,19.98,19.98,19.98,19.98
1.4865,9.16,20.03,20.03,20.03,20.03,20.03,20.03,20.03
1.4875,9.16,20.07,20.07,20.07,20.07,20.07,20.07,20.07
1.4885,9.16,20.12,20.12,20.12,20.12,20.12,20.12,20.12
1.4895,9.16,20.17,20.17,20.17,20.17,20.17,20.17,20.17
1.4905,9.16,20.22,20.22,20.22,20.22,20.22,20.22,20.22
1.4915,9.16,20.27,20.27,20.27,20.27,20.27,20.27,20.27
1.4925,9.16,20.31,20.31,20.31,20.31,20.31,20.31,20.31
1.4935,9.16,20.36,20.36,20.36,20.36,20.36,20.36,20.36
1.4945,9.16,20.41,20.41,20.41,20.41,20.41,20.41,20.41
1.4955,9.16,20.46,20.46,20.46,20.46,20.46,20.46,20.46
1.4965,9.16,20.5,20.5,20.5,20.5,20.5,20.5,20.5
1.4975,9.16,20.55,20.55,20.55,20.55,20.55,20.55,20.55
1.4985,9.16,20.6,20.6,20.6,20.6,20.6,20.6,20.6
1.4995,9.16,20.65,20.65,20.65,20.65,20.65,20.65,20.65
1.5005,9.16,20.69,20.69,20.69,20.69,20.69,20.69,20.69
1.5015,9.16,20.74,20.74,20.74,20.74,20.74,20.74,20.74
1.5025,9.16,20.79,20.79,20.79,20.79,20.79,20.79,20.79
1.5035,9.16,20.84,20.84,20.84,20.84,20.84,20.84,20.84
1.5045,9.16,20.89,20.89,20.89,20.89,20.89,20.89,20.89
1.5055,9.16,20.93,20.93,20.93,20.93,20.93,20.93,20.93
1.5065,9.16,20.98,20.98,20.98,20.98,20.98,20.98,20.98
1.5075,9.16,21.03,21.03,21.03,21.03,21.03,21.03,21.03
1.5085,9.16,21.08,21.08,21.08,21.08,21.08,21.08,21.08
1.5095,9.16,21.12,21.12,21.12,21.12,21.12,21.12,21.12
1.5105,9.16,21.17,21.17,21.17,21.17,21.17,21.17,21.17
1.5115,9.16,21.22,21.22,21.22,21.22,21.22,21.22,21.22
1.5125,9.16,21.27,21.27,21.27,21.27,21.27,21.27,21.27
1.5135,9.16,21.31,21.31,21.31,21.31,21.31,21.31,21.31
1.5145,9.16,21.36,21.36,21.36,21.36,21.36,21.36,21.36
1.5155,9.16,21.41,21.41,21.41,21.41,21.41,21.41,21.41
1.5165,9.16,21.46,21.46,21.46,21.46,21.46,21.46,21.46
1.5175,9.16,21.51,21.51,21.51,21.51,21.51,21.51,21.51
1.5185,9.16,21.55,21.55,21.55,21.55,21.55,21.55,21.55
1.5195,9.16,21.6,21.6,21.6,21.6,21.6,21.6,21.6
1.5205,9.16,21.65,21.65,21.65,21.65,21.65,21.65,21.65
1.5215,9.16,21.7,21.7,21.7,21.7,21.7,21.7,21.7
1.5225,9.16,21.74,21.74,21.74,21.74,21.74,21.74,21.74
1.5235,9.16,21.79,21.79,21.79,21.79,21.79,21.79,21.79
1.5245,9.16,21.84,21.84,21.84,21.84,21.84,21.84,21.84
1.5255,9.16,21.89,21.89,21.89,21.89,21.89,21.89,21.89
1.5265,9.16,21.93,21.93,21.93,21.93,21.93,21.93,21.93
1.5275,9.16,21.98,21.98,21.98,21.98,21.98,21.98,21.98
1.5285,9.16,22.03,22.03,22.03,22.03,22.03,22.03,22.03
1.5295,9.16,22.08,22.08,22.08,22.08,22.08,22.08,22.08
1.5305,9.16,22.13,22.13,22.13,22.13,22.13,22.13,22.13
1.5315,9.16,22.17,22.17,22.17,22.17,22.17,22.17,22.17
1.5325,9.16,22.22,22.22,22.22,22.22,22.22,22.22,22.22
1.5335,9.16,22.27,22.27,22.27,22.27,22.27,22.27,22.27
1.5345,9.16,22.32,22.32,22.32,22.32,22.32,22.32,22.32
1.5355,9.16,22.36,22.36,22.36,22.36,22.36,22.36,22.36
1.5365,9.16,22.41,22.41,22.41,22.41,22.41,22.41,22.41
1.5375,9.16,22.46,22.46,22.46,22.46,22.46,22.46,22.46
1.5385,9.16,22.51,22.51,22.51,22.51,22.51,22.51,22.51
1.5395,9.16,22.55,22.55,22.55,22.55,22.55,22.55,22.55
1.5405,9.16,22.6,22.6,22.6,22.6,22.6,22.6,22.6
1.5415,9.16,22.65,22.65,22.65,22.65,22.65,22.65,22.65
1.5425,9.16,22.7,22.7,22.7,22.7,22.7,22.7,22.7
1.5435,9.16,22.75,22.75,22.75,22.75,22.75,22.75,22.75
1.5445,9.16,22.79,22.79,22.79,22.79,22.79,22.79,22.79
1.5455,9.16,22.84,22.84,22.84,22.84,22.84,22.84,22.84
1.5465,9.16,22.89,22.89,22.89,22.89,22.89,22.89,22.89
1.5475,9.16,22.94,22.94,22.94,22.94,22.94,22.94,22.94
1.5485,9.16,22.98,22.98,22.98,22.98,22.98,22.98,22.98
1.5495,9.16,23.03,23.03,23.03,23.03,23.03,23.03,23.03
1.5505,9.16,23.08,23.08,23.08,23.08,23.08,23.08,23.08
1.5515,9.16,23.13,23.13,23.13,23.13,23.13,23.13,23.13
1.5525,9.16,23.17,23.17,23.17,23.17,23.17,23.17,23.17
1.5535,9.16,23.22,23.22,23.22,23.22,23.22,23.22,23.22
1.5545,9.16,23.27,23.27,23.27,23.27,23.27,23.27,23.27
1.5555,9.16,23.32,23.32,23.32,23.32,23.32,23.32,23.32
1.5565,9.16,23.37,23.37,23.37,23.37,23.37,23.37,23.37
1.5575,9.16,23.41,23.41,23.41,23.41,23.41,23.41,23.41
1.5585,9.16,23.46,23.46,23.46,23.46,23.46,23.46,23.46
1.5595,9.16,23.51,23.51,23.51,23.51,23.51,23.51,23.51
1.5605,9.16,23.56,23.56,23.56,23.56,23.56,23.56,23.56
1.5615,9.16,23.6,23.6,23.6,23.6,23.6,23.6,23.6
1.5625,9.16,23.65,23.65,23.65,23.65,23.65,23.65,23.65
1.5635,9.16,23.7,23.7,23.7,23.7,23.7,23.7,23.7
1.5645,9.16,23.75,23.75,23.75,23.75,23.75,23.75,23.75
1.5655,9.16,23.79,23.79,23.79,23.79,23.79,23.79,23.79
1.5665,9.16,23.84,23.84,23.84,23.84,23.84,23.84,23.84
1.5675,9.16,23.89,23.89,23.89,23.89,23.89,23.89,23.89
1.5685,9.16,23.94,23.94,23.94,23.94,23.94,23.94,23.94
1.5695,9.16,23.98,23.98,23.98,23.98,23.98,23.98,23.98
1.5705,9.16,24.03,24.03,24.03,24.03,24.03,24.03,24.03
1.5715,9.16,24.08,24.08,24.08,24.08,24.08,24.08,24.08
1.5725,9.16,24.13,24.13,24.13,24.13,24.13,24.13,24.13
1.5735,9.16,24.18,24.18,24.18,24.18,24.18,24.18,24.18
1.5745,9.16,24.22,24.22,24.22,24.22,24.22,24.22,24.22
1.5755,9.16,24.27,24.27,24.27,24.27,24.27,24.27,24.27
1.5765,9.16,24.32,24.32,24.32,24.32,24.32,24.32,24.32
1.5775,9.16,24.37,24.37,24.37,24.37,24.37,24.37,24.37
1.5785,9.16,24.41,24.41,24.41,24.41,24.41,24.41,24.41
1.5795,9.16,24.46,24.46,24.46,24.46,24.46,24.46,24.46
1.5805,9.16,24.51,24.51,24.51,24.51,24.51,24.51,24.51
1.5815,9.16,24.56,24.56,24.56,24.56,24.56,24.56,24.56
1.5825,9.16,24.6,24.6,24.6,24.6,24.6,24.6,24.6
1.5835,9.16,24.65,24.65,24.65,24.65,24.65,24.65,24.65
1.5845,9.16,24.7,24.7,24.7,24.7,24.7,24.7,24.7
1.5855,9.16,24.75,24.75,24.75,24.75,24.75,24.75,24.75
1.5865,9.16,24.8,24.8,24.8,24.8,24.8,24.8,24.8
1.5875,9.16,24.84,24.84,24.84,24.84,24.84,24.84,24.84
1.5885,9.16,24.89,24.89,24.89,24.89,24.89,24.89,24.89
1.5895,9.16,24.94,24.94,24.94,24.94,24.94,24.94,24.94
1.5905,9.16,24.99,24.99,24.99,24.99,24.99,24.99,24.99
1.5915,9.16,25.03,25.03,25.03,25.03,25.03,25.03,25.03
1.5925,9.16,25.08,25.08,25.08,25.08,25.08,25.08,25.08
1.5935,9.16,25.13,25.13,25.13,25.13,25.13,25.13,25.13
1.5945,9.16,25.18,25.18,25.18,25.18,25.18,25.18,25.18
1.5955,9.16,25.22,25.22,25.22,25.22,25.22,25.22,25.22
1.5965,9.16,25.27,25.27,25.27,25.27,25.27,25.27,25.27
1.5975,9.16,25.32,25.32,25.32,25.32,25.32,25.32,25.32
1.5985,9.16,25.37,25.37,25.37,25.37,25.37,25.37,25.37
1.5995,9.16,25.42,25.42,25.42,25.42,25.42,25.42,25.42
1.6005,9.16,25.46,25.46,25.46,25.46,25.46,25.46,25.46
1.6015,9.16,25.51,25.51,25.51,25.51,25.51,25.51,25.51
1.6025,9.16,25.56,25.56,25.56,25.56,25.56,25.56,25.56
1.6035,9.16,25.61,25.61,25.61,25.61,25.61,25.61,25.61
1.6045,9.16,25.65,25.65,25.65,25.65,25.65,25.65,25.65
1.6055,9.16,25.7,25.7,25.7,25.7,25.7,25.7,25.7
1.6065,9.16,25.75,25.75,25.75,25.75,25.75,25.75,25.75
1.6075,9.16,25.8,25.8,25.8,25.8,25.8,25.8,25.8
1.6085,9.16,25.84,25.84,25.84,25.84,25.84,25.84,25.84
1.6095,9.16,25.89,25.89,25.89,25.89,25.89,25.89,25.89
1.6105,9.16,25.94,25.94,25.94,25.94,25.94,25.94,25.94
1.6115,9.16,25.99,25.99,25.99,25.99,25.99,25.99,25.99
1.6125,9.16,26.04,26.04,26.04,26.04,26.04,26.04,26.04
1.6135,9.16,26.08,26.08,26.08,26.08,26.08,26.08,26.08
1.6145,9.16,26.13,26.13,26.13,26.13,26.13,26.13,26.13
1.6155,9.16,26.18,26.18,26.18,26.18,26.18,26.18,26.18
1.6165,9.16,26.23,26.23,26.23,26.23,26.23,26.23,26.23
1.6175,9.16,26.27,26.27,26.27,26.27,26.27,26.27,26.27
1.6185,9.16,26.32,26.32,26.32,26.32,26.32,26.32,26.32
1.6195,9.16,26.37,26.37,26.37,26.37,26.37,26.37,26.37
1.6205,9.16,26.42,26.42,26.42,26.42,26.42,26.42,26.42
1.6215,9.16,26.46,26.46,26.46,26.46,26.46,26.46,26.46
1.6225,9.16,26.51,26.51,26.51,26.51,26.51,26.51,26.51
1.6235,9.16,26.56,26.56,26.56,26.56,26.56,26.56,26.56
1.6245,9.16,26.61,26.61,26.61,26.61,26.61,26.61,26.61
1.6255,9.16,26.66,26.66,26.66,26.66,26.66,26.66,26.66
1.6265,9.16,26.7,26.7,26.7,26.7,26.7,26.7,26.7
1.6275,9.16,26.75,26.75,26.75,26.75,26.75,26.75,26.75
1.6285,9.16,26.8,26.8,26.8,26.8,26.8,26.8,26.8
1.6295,9.16,26.85,26.85,26.85,26.85,26.85,26.85,26.85
1.6305,9.16,26.89,26.89,26.89,26.89,26.89,26.89,26.89
1.6315,9.16,26.94,26.94,26.94,26.94,26.94,26.94,26.94
1.6325,9.16,26.99,26.99,26.99,26.99,26.99,26.99,26.99
1.6335,9.16,27.04,27.04,27.04,27.04,27.04,27.04,27.04
1.6345,9.16,27.08,27.08,27.08,27.08,27.08,27.08,27.08
1.6355,9.16,27.13,27.13,27.13,27.13,27.13,27.13,27.13
1.6365,9.16,27.18,27.18,27.18,27.18,27.18,27.18,27.18
1.6375,9.16,27.23,27.23,27.23,27.23,27.23,27.23,27.23
1.6385,9.16,27.28,27.28,27.28,27.28,27.28,27.28,27.28
1.6395,9.16,27.32,27.32,27.32,27.32,27.32,27.32,27.32
1.6405,9.16,27.37,27.37,27.37,27.37,27.37,27.37,27.37
1.6415,9.16,27.42,27.42,27.42,27.42,27.42,27.42,27.42
1.6425,9.16,27.47,27.47,27.47,27.47,27.47,27.47,27.47
1.6435,9.16,27.51,27.51,27.51,27.51,27.51,27.51,27.51
1.6445,9.16,27.56,27.56,27.56,27.56,27.56,27.56,27.56
1.6455,9.16,27.61,27.61,27.61,27.61,27.61,27.61,27.61
1.6465,9.16,27.66,27.66,27.66,27.66,27.66,27.66,27.66
1.6475,9.16,27.7,27.7,27.7,27.7,27.7,27.7,27.7
1.6485,9.16,27.75,27.75,27.75,27.75,27.75,27.75,27.75
1.6495,9.16,27.8,27.8,27.8,27.8,27.8,27.8,27.8
1.6505,9.16,27.85,27.85,27.85,27.85,27.85,27.85,27.85
1.6515,9.16,27.89,27.89,27.89,27.89,27.89,27.89,27.89
1.6525,9.16,27.94,27.94,27.94,27.94,27.94,27.94,27.94
1.6535,9.16,27.99,27.99,27.99,27.99,27.99,27.99,27.99
1.6545,9.16,28.04,28.04,28.04,28.04,28.04,28.04,28.04
1.6555,9.16,28.09,28.09,28.09,28.09,28.09,28.09,28.09
1.6565,9.16,28.13,28.13,28.13,28.13,28.13,28.13,28.13
1.6575,9.16,28.18,28.18,28.18,28.18,28.18,28.18,28.18
1.6585,9.16,28.23,28.23,28.23,28.23,28.23,28.23,28.23
1.6595,9.16,28.28,28.28,28.28,28.28,28.28,28.28,28.28
1.6605,9.16,28.32,28.32,28.32,28.32,28.32,28.32,28.32
1.6615,9.16,28.37,28.37,28.37,28.37,28.37,28.37,28.37
1.6625,9.16,28.42,28.42,28.42,28.42,28.42,28.42,28.42
1.6635,9.16,28.47,28.47,28.47,28.47,28.47,28.47,28.47
1.6645,9.16,28.51,28.51,28.51,28.51,28.51,28.51,28.51
1.6655,9.16,28.56,28.56,28.56,28.56,28.56,28.56,28.56
1.6665,9.16,28.61,28.61,28.61,28.61,28.61,28.61,28.61
1.6675,9.16,28.66,28.66,28.66,28.66,28.66,28.66,28.66
1.6685,9.16,28.71,28.71,28.71,28.71,28.71,28.71,28.71
1.6695,9.16,28.75,28.75,28.75,28.75,28.75,28.75,28.75
1.6705,9.16,28.8,28.8,28.8,28.8,28.8,28.8,28.8
1.6715,9.16,28.85,28.85,28.85,28.85,28.85,28.85,28.85
1.6725,9.16,28.9,28.9,28.9,28.9,28.9,28.9,28.9
1.6735,9.16,28.94,28.94,28.94,28.94,28.94,28.94,28.94
1.6745,9.16,28.99,28.99,28.99,28.99,28.99,28.99,28.99
1.6755,9.16,29.04,29.04,29.04,29.04,29.04,29.04,29.04
1.6765,9.16,29.09,29.09,29.09,29.09,29.09,29.09,29.09
1.6775,9.16,29.13,29.13,29.13,29.13,29.13,29.13,29.13
1.6785,9.16,29.18,29.18,29.18,29.18,29.18,29.18,29.18
1.6795,9.16,29.23,29.23,29.23,29.23,29.23,29.23,29.23
1.6805,9.16,29.28,29.28,29.28,29.28,29.28,29.28,29.28
1.6815,9.16,29.33,29.33,29.33,29.33,29.33,29.33,29.33
1.6825,9.16,29.37,29.37,29.37,29.37,29.37,29.37,29.37
1.6835,9.16,29.42,29.42,29.42,29.42,29.42,29.42,29.42
1.6845,9.16,29.47,29.47,29.47,29.47,29.47,29.47,29.47
1.6855,9.16,29.52,29.52,29.52,29.52,29.52,29.52,29.52
1.6865,9.16,29.56,29.56,29.56,29.56,29.56,29.56,29.56
1.6875,9.16,29.61,29.61,29.61,29.61,29.61,29.61,29.61
1.6885,9.16,29.66,29.66,29.66,29.66,29.66,29.66,29.66
1.6895,9.16,29.71,29.71,29.71,29.71,29.71,29.71,29.71
1.6905,9.16,29.75,29.75,29.75,29.75,29.75,29.75,29.75
1.6915,9.16,29.8,29.8,29.8,29.8,29.8,29.8,29.8
1.6925,9.16,29.85,29.85,29.85,29.85,29.85,29.85,29.85
1.6935,9.16,29.9,29.9,29.9,29.9,29.9,29.9,29.9
1.6945,9.16,29.95,29.95,29.95,29.95,29.95,29.95,29.95
1.6955,9.16,29.99,29.99,29.99,29.99,29.99,29.99,29.99
1.6965,9.16,30.04,30.04,30.04,30.04,30.04,30.04,30.04
1.6975,9.16,30.09,30.09,30.09,30.09,30.09,30.09,30.09
1.6985,9.16,30.14,30.14,30.14,30.14,30.14,30.14,30.14
1.6995,9.16,30.18,30.18,30.18,30.18,30.18,30.18,30.18
1.7005,9.16,30.23,30.23,30.23,30.23,30.23,30.23,30.23
1.7015,9.16,30.28,30.28,30.28,30.28,30.28,30.28,30.28
1.7025,9.16,30.33,30.33,30.33,30.33,30.33,30.33,30.33
1.7035,9.16,30.37,30.37,30.37,30.37,30.37,30.37,30.37
1.7045,9.16,30.42,30.42,30.42,30.42,30.42,30.42,30.42
1.7055,9.16,30.47,30.47,30.47,30.47,30.47,30.47,30.47
1.7065,9.16,30.52,30.52,30.52,30.52,30.52,30.52,30.52
1.7075,9.16,30.57,30.57,30.57,30.57,30.57,30.57,30.57
1.7085,9.16,30.61,30.61,30.61,30.61,30.61,30.61,30.61
1.7095,9.16,30.66,30.66,30.66,30.66,30.66,30.66,30.66
1.7105,9.16,30.71,30.71,30.71,30.71,30.71,30.71,30.71
1.7115,9.16,30.76,30.76,30.76,30.76,30.76,30.76,30.76
1.7125,9.16,30.8,30.8,30.8,30.8,30.8,30.8,30.8
1.7135,9.16,30.85,30.85,30.85,30.85,30.85,30.85,30.85
1.7145,9.16,30.9,30.9,30.9,30.9,30.9,30.9,30.9
1.7155,9.16,30.95,30.95,30.95,30.95,30.95,30.95,30.95
1.7165,9.16,30.99,30.99,30.99,30.99,30.99,30.99,30.99
1.7175,9.16,31.04,31.04,31.04,31.04,31.04,31.04,31.04
1.7185,9.16,31.09,31.09,31.09,31.09,31.09,31.09,31.09
1.7195,9.16,31.14,31.14,31.14,31.14,31.14,31.14,31.14
1.7205,9.16,31.19,31.19,31.19,31.19,31.19,31.19,31.19
1.7215,9.16,31.23,31.23,31.23,31.23,31.23,31.23,31.23
1.7225,9.16,31.28,31.28,31.28,31.28,31.28,31.28,31.28
1.7235,9.16,31.33,31.33,31.33,31.33,31.33,31.33,31.33
1.7245,9.16,31.38,31.38,31.38,31.38,31.38,31.38,31.38
1.7255,9.16,31.42,31.42,31.42,31.42,31.42,31.42,31.42
1.7265,9.16,31.47,31.47,31.47,31.47,31.47,31.47,31.47
1.7275,9.16,31.52,31.52,31.52,31.52,31.52,31.52,31.52
1.7285,9.16,31.57,31.57,31.57,31.57,31.57,31.57,31.57
1.7295,9.16,31.61,31.61,31.61,31.61,31.61,31.61,31.61
1.7305,9.16,31.66,31.66,31.66,31.66,31.66,31.66,31.66
1.7315,9.16,31.71,31.71,31.71,31.71,31.71,31.71,31.71
1.7325,9.16,31.76,31.76,31.76,31.76,31.76,31.76,31.76
1.7335,9.16,31.81,31.81,31.81,31.81,31.81,31.81,31.81
1.7345,9.16,31.85,31.85,31.85,31.85,31.85,31.85,31.85
1.7355,9.16,31.9,31.9,31.9,31.9,31.9,31.9,31.9
1.7365,9.16,31.95,31.95,31.95,31.95,31.95,31.95,31.95
1.7375,9.16,32.0,32.0,32.0,32.0,32.0,32.0,32.0
1.7385,9.16,32.04,32.04,32.04,32.04,32.04,32.04,32.04
1.7395,9.16,32.09,32.09,32.09,32.09,32.09,32.09,32.09
1.7405,9.16,32.14,32.14,32.14,32.14,32.14,32.14,32.14
1.7415,9.16,32.19,32.19,32.19,32.19,32.19,32.19,32.19
1.7425,9.16,32.23,32.23,32.23,32.23,32.23,32.23,32.23
1.7435,9.16,32.28,32.28,32.28,32.28,32.28,32.28,32.28
1.7445,9.16,32.33,32.33,32.33,32.33,32.33,32.33,32.33
1.7455,9.16,32.38,32.38,32.38,32.38,32.38,32.38,32.38
1.7465,9.16,32.42,32.42,32.42,32.42,32.42,32.42,32.42
1.7475,9.16,32.47,32.47,32.47,32.47,32.47,32.47,32.47
1.7485,9.16,32.52,32.52,32.52,32.52,32.52,32.52,32.52
1.7495,9.16,32.57,32.57,32.57,32.57,32.57,32.57,32.57
1.7505,9.16,32.62,32.62,32.62,32.62,32.62,32.62,32.62
1.7515,9.16,32.66,32.66,32.66,32.66,32.66,32.66,32.66
1.7525,9.16,32.71,32.71,32.71,32.71,32.71,32.71,32.71
1.7535,9.16,32.76,32.76,32.76,32.76,32.76,32.76,32.76
1.7545,9.16,32.81,32.81,32.81,32.81,32.81,32.81,32.81
1.7555,9.16,32.85,32.85,32.85,32.85,32.85,32.85,32.85
1.7565,9.16,32.9,32.9,32.9,32.9,32.9,32.9,32.9
1.7575,9.16,32.95,32.95,32.95,32.95,32.95,32.95,32.95
1.7585,9.16,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1.7595,9.16,33.04,33.04,33.04,33.04,33.04,33.04,33.04
1.7605,9.16,33.09,33.09,33.09,33.09,33.09,33.09,33.09
1.7615,9.16,33.14,33.14,33.14,33.14,33.14,33.14,33.14
1.7625,9.16,33.19,33.19,33.19,33.19,33.19,33.19,33.19
1.7635,9.16,33.24,33.24,33.24,33.24,33.24,33.24,33.24
1.7645,9.16,33.28,33.28,33.28,33.28,33.28,33.28,33.28
1.7655,9.16,33.33,33.33,33.33,33.33,33.33,33.33,33.33
1.7665,9.16,33.38,33.38,33.38,33.38,33.38,33.38,33.38
1.7675,9.16,33.43,33.43,33.43,33.43,33.43,33.43,33.43
1.7685,9.16,33.47,33.47,33.47,33.47,33.47,33.47,33.47
1.7695,9.16,33.52,33.52,33.52,33.52,33.52,33.52,33.52
1.7705,9.16,33.57,33.57,33.57,33.57,33.57,33.57,33.57
1.7715,9.16,33.62,33.62,33.62,33.62,33.62,33.62,33.62
1.7725,9.16,33.66,33.66,33.66,33.66,33.66,33.66,33.66
1.7735,9.16,33.71,33.71,33.71,33.71,33.71,33.71,33.71
1.7745,9.16,33.76,33.76,33.76,33.76,33.76,33.76,33.76
1.7755,9.16,33.81,33.81,33.81,33.81,33.81,33.81,33.81
1.7765,9.16,33.86,33.86,33.86,33.86,33.86,33.86,33.86
1.7775,9.16,33.9,33.9,33.9,33.9,33.9,33.9,33.9
1.7785,9.16,33.95,33.95,33.95,33.95,33.95,33.95,33.95
1.7795,9.16,34.0,34.0,34.0,34.0,34.0,34.0,34.0
1.7805,9.16,34.05,34.05,34.05,34.05,34.05,34.05,34.05
1.7815,9.16,34.09,34.09,34.09,34.09,34.09,34.09,34.09
1.7825,9.16,34.14,34.14,34.14,34.14,34.14,34.14,34.14
1.7835,9.16,34.19,34.19,34.19,34.19,34.19,34.19,34.19
1.7845,9.16,34.24,34.24,34.24,34.24,34.24,34.24,34.24
1.7855,9.16,34.28,34.28,34.28,34.28,34.28,34.28,34.28
1.7865,9.16,34.33,34.33,34.33,34.33,34.33,34.33,34.33
1.7875,9.16,34.38,34.38,34.38,34.38,34.38,34.38,34.38
1.7885,9.16,34.43,34.43,34.43,34.43,34.43,34.43,34.43
1.7895,9.16,34.48,34.48,34.48,34.48,34.48,34.48,34.48
1.7905,9.16,34.52,34.52,34.52,34.52,34.52,34.52,34.52
1.7915,9.16,34.57,34.57,34.57,34.57,34.57,34.57,34.57
1.7925,9.16,34.62,34.62,34.62,34.62,34.62,34.62,34.62
1.7935,9.16,34.67,34.67,34.67,34.67,34.67,34.67,34.67
1.7945,9.16,34.71,34.71,34.71,34.71,34.71,34.71,34.71
1.7955,9.16,34.76,34.76,34.76,34.76,34.76,34.76,34.76
1.7965,9.16,34.81,34.81,34.81,34.81,34.81,34.81,34.81
1.7975,9.16,34.86,34.86,34.86,34.86,34.86,34.86,34.86
1.7985,9.16,34.9,34.9,34.9,34.9,34.9,34.9,34.9
1.7995,9.16,34.95,34.95,34.95,34.95,34.95,34.95,34.95
1.8005,9.16,35.0,35.0,35.0,35.0,35.0,35.0,35.0
1.8015,9.16,35.05,35.05,35.05,35.05,35.05,35.05,35.05
1.8025,9.16,35.1,35.1,35.1,35.1,35.1,35.1,35.1
1.8035,9.16,35.14,35.14,35.14,35.14,35.14,35.14,35.14
1.8045,9.16,35.19,35.19,35.19,35.19,35.19,35.19,35.19
1.8055,9.16,35.24,35.24,35.24,35.24,35.24,35.24,35.24
1.8065,9.16,35.29,35.29,35.29,35.29,35.29,35.29,35.29
1.8075,9.16,35.33,35.33,35.33,35.33,35.33,35.33,35.33
1.8085,9.16,35.38,35.38,35.38,35.38,35.38,35.38,35.38
1.8095,9.16,35.43,35.43,35.43,35.43,35.43,35.43,35.43
1.8105,9.16,35.48,35.48,35.48,35.48,35.48,35.48,35.48
1.8115,9.16,35.52,35.52,35.52,35.52,35.52,35.52,35.52
1.8125,9.16,35.57,35.57,35.57,35.57,35.57,35.57,35.57
1.8135,9.16,35.62,35.62,35.62,35.62,35.62,35.62,35.62
1.8145,9.16,35.67,35.67,35.67,35.67,35.67,35.67,35.67
1.8155,9.16,35.72,35.72,35.72,35.72,35.72,35.72,35.72
1.8165,9.16,35.76,35.76,35.76,35.76,35.76,35.76,35.76
1.8175,9.16,35.81,35.81,35.81,35.81,35.81,35.81,35.81
1.8185,9.16,35.86,35.86,35.86,35.86,35.86,35.86,35.86
