TimeStamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3.9895,9.16,139.38,139.38,139.38,139.38,139.38,139.38,139.38
3.9905,9.16,139.43,139.43,139.43,139.43,139.43,139.43,139.43
3.9915,9.16,139.47,139.47,139.47,139.47,139.47,139.47,139.47
3.9925,9.16,139.52,139.52,139.52,139.52,139.52,139.52,139.52
3.9935,9.16,139.57,139.57,139.57,139.57,139.57,139.57,139.57
3.9945,9.16,139.62,139.62,139.62,139.62,139.62,139.62,139.62
3.9955,9.16,139.67,139.67,139.67,139.67,139.67,139.67,139.67
3.9965,9.16,139.71,139.71,139.71,139.71,139.71,139.71,139.71
3.9975,9.16,139.76,139.76,139.76,139.76,139.76,139.76,139.76
3.9985,9.16,139.81,139.81,139.81,139.81,139.81,139.81,139.81
3.9995,9.16,139.86,139.86,139.86,139.86,139.86,139.86,139.86
4.0005,9.16,139.9,139.9,139.9,139.9,139.9,139.9,139.9
4.0015,9.16,139.95,139.95,139.95,139.95,139.95,139.95,139.95
4.0025,9.16,140.0,140.0,140.0,140.0,140.0,140.0,140.0
4.0035,9.16,140.05,140.05,140.05,140.05,140.05,140.05,140.05
4.0045,9.16,140.09,140.09,140.09,140.09,140.09,140.09,140.09
4.0055,9.16,140.14,140.14,140.14,140.14,140.14,140.14,140.14
4.0065,9.16,140.19,140.19,140.19,140.19,140.19,140.19,140.19
4.0075,9.16,140.24,140.24,140.24,140.24,140.24,140.24,140.24
4.0085,9.16,140.29,140.29,140.29,140.29,140.29,140.29,140.29
4.0095,9.16,140.33,140.33,140.33,140.33,140.33,140.33,140.33
4.0105,9.16,140.38,140.38,140.38,140.38,140.38,140.38,140.38
4.0115,9.16,140.43,140.43,140.43,140.43,140.43,140.43,140.43
4.0125,9.16,140.48,140.48,140.48,140.48,140.48,140.48,140.48
4.0135,9.16,140.52,140.52,140.52,140.52,140.52,140.52,140.52
4.0145,9.16,140.57,140.57,140.57,140.57,140.57,140.57,140.57
4.0155,9.16,140.62,140.62,140.62,140.62,140.62,140.62,140.62
4.0165,9.16,140.67,140.67,140.67,140.67,140.67,140.67,140.67
4.0175,9.16,140.71,140.71,140.71,140.71,140.71,140.71,140.71
4.0185,9.16,140.76,140.76,140.76,140.76,140.76,140.76,140.76
4.0195,9.16,140.81,140.81,140.81,140.81,140.81,140.81,140.81
4.0205,9.16,140.86,140.86,140.86,140.86,140.86,140.86,140.86
4.0215,9.16,140.91,140.91,140.91,140.91,140.91,140.91,140.91
4.0225,9.16,140.95,140.95,140.95,140.95,140.95,140.95,140.95
4.0235,9.16,141.0,141.0,141.0,141.0,141.0,141.0,141.0
4.0245,9.16,141.05,141.05,141.05,141.05,141.05,141.05,141.05
4.0255,9.16,141.1,141.1,141.1,141.1,141.1,141.1,141.1
4.0265,9.16,141.14,141.14,141.14,141.14,141.14,141.14,141.14
4.0275,9.16,141.19,141.19,141.19,141.19,141.19,141.19,141.19
4.0285,9.16,141.24,141.24,141.24,141.24,141.24,141.24,141.24
4.0295,9.16,141.29,141.29,141.29,141.29,141.29,141.29,141.29
4.0305,9.16,141.33,141.33,141.33,141.33,141.33,141.33,141.33
4.0315,9.16,141.38,141.38,141.38,141.38,141.38,141.38,141.38
4.0325,9.16,141.43,141.43,141.43,141.43,141.43,141.43,141.43
4.0335,9.16,141.48,141.48,141.48,141.48,141.48,141.48,141.48
4.0345,9.16,141.53,141.53,141.53,141.53,141.53,141.53,141.53
4.0355,9.16,141.57,141.57,141.57,141.57,141.57,141.57,141.57
4.0365,9.16,141.62,141.62,141.62,141.62,141.62,141.62,141.62
4.0375,9.16,141.67,141.67,141.67,141.67,141.67,141.67,141.67
4.0385,9.16,141.72,141.72,141.72,141.72,141.72,141.72,141.72
4.0395,9.16,141.76,141.76,141.76,141.76,141.76,141.76,141.76
4.0405,9.16,141.81,141.81,141.81,141.81,141.81,141.81,141.81
4.0415,9.16,141.86,141.86,141.86,141.86,141.86,141.86,141.86
4.0425,9.16,141.91,141.91,141.91,141.91,141.91,141.91,141.91
4.0435,9.16,141.95,141.95,141.95,141.95,141.95,141.95,141.95
4.0445,9.16,142.0,142.0,142.0,142.0,142.0,142.0,142.0
4.0455,9.16,142.05,142.05,142.05,142.05,142.05,142.05,142.05
4.0465,9.16,142.1,142.1,142.1,142.1,142.1,142.1,142.1
4.0475,9.16,142.15,142.15,142.15,142.15,142.15,142.15,142.15
4.0485,9.16,142.19,142.19,142.19,142.19,142.19,142.19,142.19
4.0495,9.16,142.24,142.24,142.24,142.24,142.24,142.24,142.24
4.0505,9.16,142.29,142.29,142.29,142.29,142.29,142.29,142.29
4.0515,9.16,142.34,142.34,142.34,142.34,142.34,142.34,142.34
4.0525,9.16,142.38,142.38,142.38,142.38,142.38,142.38,142.38
4.0535,9.16,142.43,142.43,142.43,142.43,142.43,142.43,142.43
4.0545,9.16,142.48,142.48,142.48,142.48,142.48,142.48,142.48
4.0555,9.16,142.53,142.53,142.53,142.53,142.53,142.53,142.53
4.0565,9.16,142.57,142.57,142.57,142.57,142.57,142.57,142.57
4.0575,9.16,142.62,142.62,142.62,142.62,142.62,142.62,142.62
4.0585,9.16,142.67,142.67,142.67,142.67,142.67,142.67,142.67
4.0595,9.16,142.72,142.72,142.72,142.72,142.72,142.72,142.72
4.0605,9.16,142.77,142.77,142.77,142.77,142.77,142.77,142.77
4.0615,9.16,142.81,142.81,142.81,142.81,142.81,142.81,142.81
4.0625,9.16,142.86,142.86,142.86,142.86,142.86,142.86,142.86
4.0635,9.16,142.91,142.91,142.91,142.91,142.91,142.91,142.91
4.0645,9.16,142.96,142.96,142.96,142.96,142.96,142.96,142.96
4.0655,9.16,143.0,143.0,143.0,143.0,143.0,143.0,143.0
4.0665,9.16,143.05,143.05,143.05,143.05,143.05,143.05,143.05
4.0675,9.16,143.1,143.1,143.1,143.1,143.1,143.1,143.1
4.0685,9.16,143.15,143.15,143.15,143.15,143.15,143.15,143.15
4.0695,9.16,143.19,143.19,143.19,143.19,143.19,143.19,143.19
4.0705,9.16,143.24,143.24,143.24,143.24,143.24,143.24,143.24
4.0715,9.16,143.29,143.29,143.29,143.29,143.29,143.29,143.29
4.0725,9.16,143.34,143.34,143.34,143.34,143.34,143.34,143.34
4.0735,9.16,143.38,143.38,143.38,143.38,143.38,143.38,143.38
4.0745,9.16,143.43,143.43,143.43,143.43,143.43,143.43,143.43
4.0755,9.16,143.48,143.48,143.48,143.48,143.48,143.48,143.48
4.0765,9.16,143.53,143.53,143.53,143.53,143.53,143.53,143.53
4.0775,9.16,143.58,143.58,143.58,143.58,143.58,143.58,143.58
4.0785,9.16,143.62,143.62,143.62,143.62,143.62,143.62,143.62
4.0795,9.16,143.67,143.67,143.67,143.67,143.67,143.67,143.67
4.0805,9.16,143.72,143.72,143.72,143.72,143.72,143.72,143.72
4.0815,9.16,143.77,143.77,143.77,143.77,143.77,143.77,143.77
4.0825,9.16,143.81,143.81,143.81,143.81,143.81,143.81,143.81
4.0835,9.16,143.86,143.86,143.86,143.86,143.86,143.86,143.86
4.0845,9.16,143.91,143.91,143.91,143.91,143.91,143.91,143.91
4.0855,9.16,143.96,143.96,143.96,143.96,143.96,143.96,143.96
4.0865,9.16,144.0,144.0,144.0,144.0,144.0,144.0,144.0
4.0875,9.16,144.05,144.05,144.05,144.05,144.05,144.05,144.05
4.0885,9.16,144.1,144.1,144.1,144.1,144.1,144.1,144.1
4.0895,9.16,144.15,144.15,144.15,144.15,144.15,144.15,144.15
4.0905,9.16,144.2,144.2,144.2,144.2,144.2,144.2,144.2
4.0915,9.16,144.24,144.24,144.24,144.24,144.24,144.24,144.24
4.0925,9.16,144.29,144.29,144.29,144.29,144.29,144.29,144.29
4.0935,9.16,144.34,144.34,144.34,144.34,144.34,144.34,144.34
4.0945,9.16,144.39,144.39,144.39,144.39,144.39,144.39,144.39
4.0955,9.16,144.43,144.43,144.43,144.43,144.43,144.43,144.43
4.0965,9.16,144.48,144.48,144.48,144.48,144.48,144.48,144.48
4.0975,9.16,144.53,144.53,144.53,144.53,144.53,144.53,144.53
4.0985,9.16,144.58,144.58,144.58,144.58,144.58,144.58,144.58
4.0995,9.16,144.62,144.62,144.62,144.62,144.62,144.62,144.62
4.1005,9.16,144.67,144.67,144.67,144.67,144.67,144.67,144.67
4.1015,9.16,144.72,144.72,144.72,144.72,144.72,144.72,144.72
4.1025,9.16,144.77,144.77,144.77,144.77,144.77,144.77,144.77
4.1035,9.16,144.82,144.82,144.82,144.82,144.82,144.82,144.82
4.1045,9.16,144.86,144.86,144.86,144.86,144.86,144.86,144.86
4.1055,9.16,144.91,144.91,144.91,144.91,144.91,144.91,144.91
4.1065,9.16,144.96,144.96,144.96,144.96,144.96,144.96,144.96
4.1075,9.16,145.01,145.01,145.01,145.01,145.01,145.01,145.01
4.1085,9.16,145.05,145.05,145.05,145.05,145.05,145.05,145.05
4.1095,9.16,145.1,145.1,145.1,145.1,145.1,145.1,145.1
4.1105,9.16,145.15,145.15,145.15,145.15,145.15,145.15,145.15
4.1115,9.16,145.2,145.2,145.2,145.2,145.2,145.2,145.2
4.1125,9.16,145.24,145.24,145.24,145.24,145.24,145.24,145.24
4.1135,9.16,145.29,145.29,145.29,145.29,145.29,145.29,145.29
4.1145,9.16,145.34,145.34,145.34,145.34,145.34,145.34,145.34
4.1155,9.16,145.39,145.39,145.39,145.39,145.39,145.39,145.39
4.1165,9.16,145.44,145.44,145.44,145.44,145.44,145.44,145.44
4.1175,9.16,145.48,145.48,145.48,145.48,145.48,145.48,145.48
4.1185,9.16,145.53,145.53,145.53,145.53,145.53,145.53,145.53
4.1195,9.16,145.58,145.58,145.58,145.58,145.58,145.58,145.58
4.1205,9.16,145.63,145.63,145.63,145.63,145.63,145.63,145.63
4.1215,9.16,145.67,145.67,145.67,145.67,145.67,145.67,145.67
4.1225,9.16,145.72,145.72,145.72,145.72,145.72,145.72,145.72
4.1235,9.16,145.77,145.77,145.77,145.77,145.77,145.77,145.77
4.1245,9.16,145.82,145.82,145.82,145.82,145.82,145.82,145.82
4.1255,9.16,145.86,145.86,145.86,145.86,145.86,145.86,145.86
4.1265,9.16,145.91,145.91,145.91,145.91,145.91,145.91,145.91
4.1275,9.16,145.96,145.96,145.96,145.96,145.96,145.96,145.96
4.1285,9.16,146.01,146.01,146.01,146.01,146.01,146.01,146.01
4.1295,9.16,146.06,146.06,146.06,146.06,146.06,146.06,146.06
4.1305,9.16,146.1,146.1,146.1,146.1,146.1,146.1,146.1
4.1315,9.16,146.15,146.15,146.15,146.15,146.15,146.15,146.15
4.1325,9.16,146.2,146.2,146.2,146.2,146.2,146.2,146.2
4.1335,9.16,146.25,146.25,146.25,146.25,146.25,146.25,146.25
4.1345,9.16,146.29,146.29,146.29,146.29,146.29,146.29,146.29
4.1355,9.16,146.34,146.34,146.34,146.34,146.34,146.34,146.34
4.1365,9.16,146.39,146.39,146.39,146.39,146.39,146.39,146.39
4.1375,9.16,146.44,146.44,146.44,146.44,146.44,146.44,146.44
4.1385,9.16,146.48,146.48,146.48,146.48,146.48,146.48,146.48
4.1395,9.16,146.53,146.53,146.53,146.53,146.53,146.53,146.53
4.1405,9.16,146.58,146.58,146.58,146.58,146.58,146.58,146.58
4.1415,9.16,146.63,146.63,146.63,146.63,146.63,146.63,146.63
4.1425,9.16,146.68,146.68,146.68,146.68,146.68,146.68,146.68
4.1435,9.16,146.72,146.72,146.72,146.72,146.72,146.72,146.72
4.1445,9.16,146.77,146.77,146.77,146.77,146.77,146.77,146.77
4.1455,9.16,146.82,146.82,146.82,146.82,146.82,146.82,146.82
4.1465,9.16,146.87,146.87,146.87,146.87,146.87,146.87,146.87
4.1475,9.16,146.91,146.91,146.91,146.91,146.91,146.91,146.91
4.1485,9.16,146.96,146.96,146.96,146.96,146.96,146.96,146.96
4.1495,9.16,147.01,147.01,147.01,147.01,147.01,147.01,147.01
4.1505,9.16,147.06,147.06,147.06,147.06,147.06,147.06,147.06
4.1515,9.16,147.1,147.1,147.1,147.1,147.1,147.1,147.1
4.1525,9.16,147.15,147.15,147.15,147.15,147.15,147.15,147.15
4.1535,9.16,147.2,147.2,147.2,147.2,147.2,147.2,147.2
4.1545,9.16,147.25,147.25,147.25,147.25,147.25,147.25,147.25
4.1555,9.16,147.3,147.3,147.3,147.3,147.3,147.3,147.3
4.1565,9.16,147.34,147.34,147.34,147.34,147.34,147.34,147.34
4.1575,9.16,147.39,147.39,147.39,147.39,147.39,147.39,147.39
4.1585,9.16,147.44,147.44,147.44,147.44,147.44,147.44,147.44
4.1595,9.16,147.49,147.49,147.49,147.49,147.49,147.49,147.49
4.1605,9.16,147.53,147.53,147.53,147.53,147.53,147.53,147.53
4.1615,9.16,147.58,147.58,147.58,147.58,147.58,147.58,147.58
4.1625,9.16,147.63,147.63,147.63,147.63,147.63,147.63,147.63
4.1635,9.16,147.68,147.68,147.68,147.68,147.68,147.68,147.68
4.1645,9.16,147.72,147.72,147.72,147.72,147.72,147.72,147.72
4.1655,9.16,147.77,147.77,147.77,147.77,147.77,147.77,147.77
4.1665,9.16,147.82,147.82,147.82,147.82,147.82,147.82,147.82
4.1675,9.16,147.87,147.87,147.87,147.87,147.87,147.87,147.87
4.1685,9.16,147.91,147.91,147.91,147.91,147.91,147.91,147.91
4.1695,9.16,147.96,147.96,147.96,147.96,147.96,147.96,147.96
4.1705,9.16,148.01,148.01,148.01,148.01,148.01,148.01,148.01
4.1715,9.16,148.06,148.06,148.06,148.06,148.06,148.06,148.06
4.1725,9.16,148.11,148.11,148.11,148.11,148.11,148.11,148.11
4.1735,9.16,148.15,148.15,148.15,148.15,148.15,148.15,148.15
4.1745,9.16,148.2,148.2,148.2,148.2,148.2,148.2,148.2
4.1755,9.16,148.25,148.25,148.25,148.25,148.25,148.25,148.25
4.1765,9.16,148.3,148.3,148.3,148.3,148.3,148.3,148.3
4.1775,9.16,148.34,148.34,148.34,148.34,148.34,148.34,148.34
4.1785,9.16,148.39,148.39,148.39,148.39,148.39,148.39,148.39
4.1795,9.16,148.44,148.44,148.44,148.44,148.44,148.44,148.44
4.1805,9.16,148.49,148.49,148.49,148.49,148.49,148.49,148.49
4.1815,9.16,148.53,148.53,148.53,148.53,148.53,148.53,148.53
4.1825,9.16,148.58,148.58,148.58,148.58,148.58,148.58,148.58
4.1835,9.16,148.63,148.63,148.63,148.63,148.63,148.63,148.63
4.1845,9.16,148.68,148.68,148.68,148.68,148.68,148.68,148.68
4.1855,9.16,148.73,148.73,148.73,148.73,148.73,148.73,148.73
4.1865,9.16,148.77,148.77,148.77,148.77,148.77,148.77,148.77
4.1875,9.16,148.82,148.82,148.82,148.82,148.82,148.82,148.82
4.1885,9.16,148.87,148.87,148.87,148.87,148.87,148.87,148.87
4.1895,9.16,148.92,148.92,148.92,148.92,148.92,148.92,148.92
4.1905,9.16,148.96,148.96,148.96,148.96,148.96,148.96,148.96
4.1915,9.16,149.01,149.01,149.01,149.01,149.01,149.01,149.01
4.1925,9.16,149.06,149.06,149.06,149.06,149.06,149.06,149.06
4.1935,9.16,149.11,149.11,149.11,149.11,149.11,149.11,149.11
4.1945,9.16,149.15,149.15,149.15,149.15,149.15,149.15,149.15
4.1955,9.16,149.2,149.2,149.2,149.2,149.2,149.2,149.2
4.1965,9.16,149.25,149.25,149.25,149.25,149.25,149.25,149.25
4.1975,9.16,149.3,149.3,149.3,149.3,149.3,149.3,149.3
4.1985,9.16,149.35,149.35,149.35,149.35,149.35,149.35,149.35
4.1995,9.16,149.39,149.39,149.39,149.39,149.39,149.39,149.39
4.2005,9.16,149.44,149.44,149.44,149.44,149.44,149.44,149.44
4.2015,9.16,149.49,149.49,149.49,149.49,149.49,149.49,149.49
4.2025,9.16,149.54,149.54,149.54,149.54,149.54,149.54,149.54
4.2035,9.16,149.58,149.58,149.58,149.58,149.58,149.58,149.58
4.2045,9.16,149.63,149.63,149.63,149.63,149.63,149.63,149.63
4.2055,9.16,149.68,149.68,149.68,149.68,149.68,149.68,149.68
4.2065,9.16,149.73,149.73,149.73,149.73,149.73,149.73,149.73
4.2075,9.16,149.77,149.77,149.77,149.77,149.77,149.77,149.77
4.2085,9.16,149.82,149.82,149.82,149.82,149.82,149.82,149.82
4.2095,9.16,149.87,149.87,149.87,149.87,149.87,149.87,149.87
4.2105,9.16,149.92,149.92,149.92,149.92,149.92,149.92,149.92
4.2115,9.16,149.97,149.97,149.97,149.97,149.97,149.97,149.97
4.2125,9.16,150.01,150.01,150.01,150.01,150.01,150.01,150.01
4.2135,9.16,150.06,150.06,150.06,150.06,150.06,150.06,150.06
4.2145,9.16,150.11,150.11,150.11,150.11,150.11,150.11,150.11
4.2155,9.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16
4.2165,9.16,150.2,150.2,150.2,150.2,150.2,150.2,150.2
4.2175,9.16,150.25,150.25,150.25,150.25,150.25,150.25,150.25
4.2185,9.16,150.3,150.3,150.3,150.3,150.3,150.3,150.3
4.2195,9.16,150.35,150.35,150.35,150.35,150.35,150.35,150.35
4.2205,9.16,150.39,150.39,150.39,150.39,150.39,150.39,150.39
4.2215,9.16,150.44,150.44,150.44,150.44,150.44,150.44,150.44
4.2225,9.16,150.49,150.49,150.49,150.49,150.49,150.49,150.49
4.2235,9.16,150.54,150.54,150.54,150.54,150.54,150.54,150.54
4.2245,9.16,150.59,150.59,150.59,150.59,150.59,150.59,150.59
4.2255,9.16,150.63,150.63,150.63,150.63,150.63,150.63,150.63
4.2265,9.16,150.68,150.68,150.68,150.68,150.68,150.68,150.68
4.2275,9.16,150.73,150.73,150.73,150.73,150.73,150.73,150.73
4.2285,9.16,150.78,150.78,150.78,150.78,150.78,150.78,150.78
4.2295,9.16,150.82,150.82,150.82,150.82,150.82,150.82,150.82
4.2305,9.16,150.87,150.87,150.87,150.87,150.87,150.87,150.87
4.2315,9.16,150.92,150.92,150.92,150.92,150.92,150.92,150.92
4.2325,9.16,150.97,150.97,150.97,150.97,150.97,150.97,150.97
4.2335,9.16,151.01,151.01,151.01,151.01,151.01,151.01,151.01
4.2345,9.16,151.06,151.06,151.06,151.06,151.06,151.06,151.06
4.2355,9.16,151.11,151.11,151.11,151.11,151.11,151.11,151.11
4.2365,9.16,151.16,151.16,151.16,151.16,151.16,151.16,151.16
4.2375,9.16,151.21,151.21,151.21,151.21,151.21,151.21,151.21
4.2385,9.16,151.25,151.25,151.25,151.25,151.25,151.25,151.25
4.2395,9.16,151.3,151.3,151.3,151.3,151.3,151.3,151.3
4.2405,9.16,151.35,151.35,151.35,151.35,151.35,151.35,151.35
4.2415,9.16,151.4,151.4,151.4,151.4,151.4,151.4,151.4
4.2425,9.16,151.44,151.44,151.44,151.44,151.44,151.44,151.44
4.2435,9.16,151.49,151.49,151.49,151.49,151.49,151.49,151.49
4.2445,9.16,151.54,151.54,151.54,151.54,151.54,151.54,151.54
4.2455,9.16,151.59,151.59,151.59,151.59,151.59,151.59,151.59
4.2465,9.16,151.63,151.63,151.63,151.63,151.63,151.63,151.63
4.2475,9.16,151.68,151.68,151.68,151.68,151.68,151.68,151.68
4.2485,9.16,151.73,151.73,151.73,151.73,151.73,151.73,151.73
4.2495,9.16,151.78,151.78,151.78,151.78,151.78,151.78,151.78
4.2505,9.16,151.82,151.82,151.82,151.82,151.82,151.82,151.82
4.2515,9.16,151.87,151.87,151.87,151.87,151.87,151.87,151.87
4.2525,9.16,151.92,151.92,151.92,151.92,151.92,151.92,151.92
4.2535,9.16,151.97,151.97,151.97,151.97,151.97,151.97,151.97
4.2545,9.16,152.02,152.02,152.02,152.02,152.02,152.02,152.02
4.2555,9.16,152.06,152.06,152.06,152.06,152.06,152.06,152.06
4.2565,9.16,152.11,152.11,152.11,152.11,152.11,152.11,152.11
4.2575,9.16,152.16,152.16,152.16,152.16,152.16,152.16,152.16
4.2585,9.16,152.21,152.21,152.21,152.21,152.21,152.21,152.21
4.2595,9.16,152.25,152.25,152.25,152.25,152.25,152.25,152.25
4.2605,9.16,152.3,152.3,152.3,152.3,152.3,152.3,152.3
4.2615,9.16,152.35,152.35,152.35,152.35,152.35,152.35,152.35
4.2625,9.16,152.4,152.4,152.4,152.4,152.4,152.4,152.4
4.2635,9.16,152.44,152.44,152.44,152.44,152.44,152.44,152.44
4.2645,9.16,152.49,152.49,152.49,152.49,152.49,152.49,152.49
4.2655,9.16,152.54,152.54,152.54,152.54,152.54,152.54,152.54
4.2665,9.16,152.59,152.59,152.59,152.59,152.59,152.59,152.59
4.2675,9.16,152.64,152.64,152.64,152.64,152.64,152.64,152.64
4.2685,9.16,152.68,152.68,152.68,152.68,152.68,152.68,152.68
4.2695,9.16,152.73,152.73,152.73,152.73,152.73,152.73,152.73
4.2705,9.16,152.78,152.78,152.78,152.78,152.78,152.78,152.78
4.2715,9.16,152.83,152.83,152.83,152.83,152.83,152.83,152.83
4.2725,9.16,152.87,152.87,152.87,152.87,152.87,152.87,152.87
4.2735,9.16,152.92,152.92,152.92,152.92,152.92,152.92,152.92
4.2745,9.16,152.97,152.97,152.97,152.97,152.97,152.97,152.97
4.2755,9.16,153.02,153.02,153.02,153.02,153.02,153.02,153.02
4.2765,9.16,153.06,153.06,153.06,153.06,153.06,153.06,153.06
4.2775,9.16,153.11,153.11,153.11,153.11,153.11,153.11,153.11
4.2785,9.16,153.16,153.16,153.16,153.16,153.16,153.16,153.16
4.2795,9.16,153.21,153.21,153.21,153.21,153.21,153.21,153.21
4.2805,9.16,153.26,153.26,153.26,153.26,153.26,153.26,153.26
4.2815,9.16,153.3,153.3,153.3,153.3,153.3,153.3,153.3
4.2825,9.16,153.35,153.35,153.35,153.35,153.35,153.35,153.35
4.2835,9.16,153.4,153.4,153.4,153.4,153.4,153.4,153.4
4.2845,9.16,153.45,153.45,153.45,153.45,153.45,153.45,153.45
4.2855,9.16,153.49,153.49,153.49,153.49,153.49,153.49,153.49
4.2865,9.16,153.54,153.54,153.54,153.54,153.54,153.54,153.54
4.2875,9.16,153.59,153.59,153.59,153.59,153.59,153.59,153.59
4.2885,9.16,153.64,153.64,153.64,153.64,153.64,153.64,153.64
4.2895,9.16,153.68,153.68,153.68,153.68,153.68,153.68,153.68
4.2905,9.16,153.73,153.73,153.73,153.73,153.73,153.73,153.73
4.2915,9.16,153.78,153.78,153.78,153.78,153.78,153.78,153.78
4.2925,9.16,153.83,153.83,153.83,153.83,153.83,153.83,153.83
4.2935,9.16,153.88,153.88,153.88,153.88,153.88,153.88,153.88
4.2945,9.16,153.92,153.92,153.92,153.92,153.92,153.92,153.92
4.2955,9.16,153.97,153.97,153.97,153.97,153.97,153.97,153.97
4.2965,9.16,154.02,154.02,154.02,154.02,154.02,154.02,154.02
4.2975,9.16,154.07,154.07,154.07,154.07,154.07,154.07,154.07
4.2985,9.16,154.11,154.11,154.11,154.11,154.11,154.11,154.11
4.2995,9.16,154.16,154.16,154.16,154.16,154.16,154.16,154.16
4.3005,9.16,154.21,154.21,154.21,154.21,154.21,154.21,154.21
4.3015,9.16,154.26,154.26,154.26,154.26,154.26,154.26,154.26
4.3025,9.16,154.3,154.3,154.3,154.3,154.3,154.3,154.3
4.3035,9.16,154.35,154.35,154.35,154.35,154.35,154.35,154.35
4.3045,9.16,154.4,154.4,154.4,154.4,154.4,154.4,154.4
4.3055,9.16,154.45,154.45,154.45,154.45,154.45,154.45,154.45
4.3065,9.16,154.5,154.5,154.5,154.5,154.5,154.5,154.5
4.3075,9.16,154.54,154.54,154.54,154.54,154.54,154.54,154.54
4.3085,9.16,154.59,154.59,154.59,154.59,154.59,154.59,154.59
4.3095,9.16,154.64,154.64,154.64,154.64,154.64,154.64,154.64
4.3105,9.16,154.69,154.69,154.69,154.69,154.69,154.69,154.69
4.3115,9.16,154.73,154.73,154.73,154.73,154.73,154.73,154.73
4.3125,9.16,154.78,154.78,154.78,154.78,154.78,154.78,154.78
4.3135,9.16,154.83,154.83,154.83,154.83,154.83,154.83,154.83
4.3145,9.16,154.88,154.88,154.88,154.88,154.88,154.88,154.88
4.3155,9.16,154.92,154.92,154.92,154.92,154.92,154.92,154.92
4.3165,9.16,154.97,154.97,154.97,154.97,154.97,154.97,154.97
4.3175,9.16,155.02,155.02,155.02,155.02,155.02,155.02,155.02
4.3185,9.16,155.07,155.07,155.07,155.07,155.07,155.07,155.07
4.3195,9.16,155.12,155.12,155.12,155.12,155.12,155.12,155.12
4.3205,9.16,155.16,155.16,155.16,155.16,155.16,155.16,155.16
4.3215,9.16,155.21,155.21,155.21,155.21,155.21,155.21,155.21
4.3225,9.16,155.26,155.26,155.26,155.26,155.26,155.26,155.26
4.3235,9.16,155.31,155.31,155.31,155.31,155.31,155.31,155.31
4.3245,9.16,155.35,155.35,155.35,155.35,155.35,155.35,155.35
4.3255,9.16,155.4,155.4,155.4,155.4,155.4,155.4,155.4
4.3265,9.16,155.45,155.45,155.45,155.45,155.45,155.45,155.45
4.3275,9.16,155.5,155.5,155.5,155.5,155.5,155.5,155.5
4.3285,9.16,155.54,155.54,155.54,155.54,155.54,155.54,155.54
4.3295,9.16,155.59,155.59,155.59,155.59,155.59,155.59,155.59
4.3305,9.16,155.64,155.64,155.64,155.64,155.64,155.64,155.64
4.3315,9.16,155.69,155.69,155.69,155.69,155.69,155.69,155.69
4.3325,9.16,155.74,155.74,155.74,155.74,155.74,155.74,155.74
4.3335,9.16,155.78,155.78,155.78,155.78,155.78,155.78,155.78
4.3345,9.16,155.83,155.83,155.83,155.83,155.83,155.83,155.83
4.3355,9.16,155.88,155.88,155.88,155.88,155.88,155.88,155.88
4.3365,9.16,155.93,155.93,155.93,155.93,155.93,155.93,155.93
4.3375,9.16,155.97,155.97,155.97,155.97,155.97,155.97,155.97
4.3385,9.16,156.02,156.02,156.02,156.02,156.02,156.02,156.02
4.3395,9.16,156.07,156.07,156.07,156.07,156.07,156.07,156.07
4.3405,9.16,156.12,156.12,156.12,156.12,156.12,156.12,156.12
4.3415,9.16,156.16,156.16,156.16,156.16,156.16,156.16,156.16
4.3425,9.16,156.21,156.21,156.21,156.21,156.21,156.21,156.21
4.3435,9.16,156.26,156.26,156.26,156.26,156.26,156.26,156.26
4.3445,9.16,156.31,156.31,156.31,156.31,156.31,156.31,156.31
4.3455,9.16,156.35,156.35,156.35,156.35,156.35,156.35,156.35
4.3465,9.16,156.4,156.4,156.4,156.4,156.4,156.4,156.4
4.3475,9.16,156.45,156.45,156.45,156.45,156.45,156.45,156.45
4.3485,9.16,156.5,156.5,156.5,156.5,156.5,156.5,156.5
4.3495,9.16,156.55,156.55,156.55,156.55,156.55,156.55,156.55
4.3505,9.16,156.59,156.59,156.59,156.59,156.59,156.59,156.59
4.3515,9.16,156.64,156.64,156.64,156.64,156.64,156.64,156.64
4.3525,9.16,156.69,156.69,156.69,156.69,156.69,156.69,156.69
4.3535,9.16,156.74,156.74,156.74,156.74,156.74,156.74,156.74
4.3545,9.16,156.78,156.78,156.78,156.78,156.78,156.78,156.78
4.3555,9.16,156.83,156.83,156.83,156.83,156.83,156.83,156.83
4.3565,9.16,156.88,156.88,156.88,156.88,156.88,156.88,156.88
4.3575,9.16,156.93,156.93,156.93,156.93,156.93,156.93,156.93
4.3585,9.16,156.97,156.97,156.97,156.97,156.97,156.97,156.97
4.3595,9.16,157.02,157.02,157.02,157.02,157.02,157.02,157.02
4.3605,9.16,157.07,157.07,157.07,157.07,157.07,157.07,157.07
4.3615,9.16,157.12,157.12,157.12,157.12,157.12,157.12,157.12
4.3625,9.16,157.17,157.17,157.17,157.17,157.17,157.17,157.17
4.3635,9.16,157.21,157.21,157.21,157.21,157.21,157.21,157.21
4.3645,9.16,157.26,157.26,157.26,157.26,157.26,157.26,157.26
4.3655,9.16,157.31,157.31,157.31,157.31,157.31,157.31,157.31
